Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
2007 Honda CRV EX,http://newyork.craigslist.org/lgi/ctd/5873594538.html,$7900, (Port washington),2016-11-12,16:40:51,N,,"

QR Code Link to This Post


4wd  full power mint condition in and out.This is an outstanding vehicle that needs nothing.I will do the NY INSPECTION  all new tires and give a warr.vehicles similar to this tipically go over 200,000 miles so a new buyer can expect many years of quality use. Call Carmine 516 457 7413    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5864929431.html,$50, (QUEENS AND BRONX),2016-11-07,06:32:57,2016-11-30,23:19:56,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok


, installation , amp , amps, radio , , navigation , pioneer , Rockford fosgate , punch , ev, evs , alpine, jl audio . jl . hiphonic , beyma , celestion , truvox , clarion , radio installation , amp installation , flip out , double din gps , gps , gps radio , Sub , subwoofer , amp , amplifier , amp , amps , indash , flipout , Mids , mid driver , Voice , speakers , radio , Car radio , JL AUDIO , 02 , BEYMA , AUDIOPIPE , SONY , JBL , MTX , KICKER , HIFONICS , HONDA , ACURA , RACING , PIONEER , NAVIGATION , GPS , FLIP UP , TOUCH SCREEN , DVD , MP3 , IPHONE , BATTERY OPTIMA , ZUES , EV , L0G1TECH!! CAPACITOR ,PUNCH acura tsx, acura
tl, TWEETER,    "
2007 Honda CRV EXL,http://newyork.craigslist.org/fct/cto/5885068403.html,$6900, (Stamford),2016-11-20,11:51:26,2016-11-20,11:54:34,"

QR Code Link to This Post


2007 Honda CRV
condition: excellent
cylinders: 4 cylinders
drive: 4wd
fuel: gas
paint color: green metallic 
size: mid-size
title status: clean
transmission: automatic
type: SUV
Power windows
Power locks
Power moonroof
165 k highway miles 
One owner    "
2007 ***Honda CRV EX-L 4X4*** clean CARFAX,http://newyork.craigslist.org/brk/cto/5883773067.html,$6990, (Brooklyn),2016-11-19,12:21:37,2016-12-02,06:09:33,"

QR Code Link to This Post


Leather, full options, NAVI, back up camera, clean CARFAX, excellent condition, runs good, very nice and clean car

Text or call me @
 show contact info
"
Climate conrtol units for various cars,http://newyork.craigslist.org/lgi/pts/5893421451.html,$20, (Wantagh),2016-11-26,15:20:54,N,,"

QR Code Link to This Post


I have about 40 assorted climate/temperature control units in good working condition. Here's a list of a few and you can text or email me what your looking for.


2010 Mini Cooper $40
2006 Mini Cooper $35
2001 dodge Caravan $35 w/bezel
2004 Nissan maxima $30 w/bezel
2010 Hyundai elantra $25
2001 saab 9-5 $20
2005 xg50 $
2010 Honda accord $30
1997 xk8 $35
2005 Cobalt $25
2006 srx $20
2010 Toyota corolla $35
2001 crv $30
2010 Forte $25
2006 explorer $35
2006 Sonota $30
2007 mazda 3 $25
2011 Mazda 3 $20
2003 BMW 335i $40
2007-2009 Dodge caliber $20
2004 Tribute $25
2009 Aveo $25
2011Pilot $35
2002 MDX $20
2010 Fusion $20
2006 Acura TL $40
2006 MPV van $25
2010 Soul $25
2008 Milan $20
2007 ford Mustang $25
2008 ford focus $20
99-01 Bmw 3 e46 $35
2002 Honda odyssey $20

Prices Vary $20 and up
Text Jason 
 show contact info

"
2012 KIA SOUL+ HONDA CRV ELEMENT TOYOTA RAV4 NISSAN CUBE JUKE,http://newyork.craigslist.org/lgi/ctd/5862262263.html,$10995, ($89/MONTH),2016-11-05,09:42:11,N,,"

QR Code Link to This Post


Copy URL to browser to see full description for this vehicle:
http://www.greatneckcarbuyers.com/2012-Kia-Soul-Great-Neck-NY-Long-Island-Queens-NYC-NASSAU/used_car/%5dFmyWBlt6FI%3d

Check out this excellent 2012 Kia Soul + with a clean carfax and one previous owner.


Color: Silver on Black Cloth
Engine: 2.0L 4 Cylinder Engine 
Stock number: 401457
Transmission: Automatic
Miles: 44608 

FREE 1 YEAR WARRANTY, ONE OWNER, CLEAN CARFAX, DEALER SERVICED. The 2012 Kia Soul brings hipster styling and a fun-to-drive nature to the realm of the practical hatchback. This Soul + is equipped with alloy wheels, power locks and mirrors, air-conditioning, cloth upholstery, a 60/40-split-folding rear seat, a trip computer, a tilt-and-telescoping steering column, and a four-speaker sound system with CD player, satellite radio, an auxiliary audio jack and an iPod/USB audio interface, keyless entry, rear privacy glass, cruise control, a height-adjustable driver seat and Bluetooth phone connectivity, heated mirrors, dash-top and center console storage bins, a leather-wrapped steering wheel and much more. Call today and speak to any of our many sale associates who will gladly assist you in anything you may need to become its next proud owner.  
Please call 516 487 5681 or visit Greatneckcarbuyers.com

Great Neck Car Buyers & Sellers

195 Northern Blvd Great Neck, New York 11021


GO TO WWW.GREATNECKCARBUYERS.COM AND CLICK THE RED TAB TO GET APPROVED IN MINUTES

CALL 516-487-5398 TO GET FINANCED!	




WE HAVE LUXURY IMPORTED CARS 
MODELS LISTED BELOW:

MERCEDES BENZ: C, CL, CLK, CLS, E, GL, ML, S, SL, SLK, & R CLASS
C300, C250, CL550, CLS550, E350 COUPE, 3350, S550, S550 COUPE, GLK350, GL450, ML350, ML550, S550, R350, SL550, & SLK300 (2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014) 

BWM: 3, 5, 6, 7, M, & X-SERIES

328 COUPE, 328 XI COUPE, 335 XI, 335 XI COUPE, 535I, 535 XI, 535 XIA, 550 XI, 650CI, 740I, 750XI, X5 30 SI, X5 35I, X5 50I, X6 35I (2009, 2010, 2011, 2012, 2013, 2014) 

LEXUS: ES, GS, & GX-SERIES

GS 300, GS350, IS250

PORSCHE: CAYENNE S, PANAMERA (2011, 2012, 2013, 2014) 

RANGE ROVER SPORT: HSE LUX (2010, 2011, 2012, 2013, 2014) 

OTHERS: NISSAN MAXIMA SV PREMIUM, TOYOTA CAMRY XLE (2009, 2010, 2011, 2012, 2013, 2014) 
"
2012 KIA SOUL+ HONDA CRV ELEMENT TOYOTA RAV4 NISSAN CUBE JUKE,http://newyork.craigslist.org/lgi/ctd/5859445990.html,$10995, ($89/MONTH),2016-11-03,12:59:54,N,,"

QR Code Link to This Post


Copy URL to browser to see full description for this vehicle:
http://www.greatneckcarbuyers.com/2012-Kia-Soul-Great-Neck-NY-Long-Island-Queens-NYC-NASSAU/used_car/%5dFmyWBlt6FI%3d

Check out this excellent 2012 Kia Soul + with a clean carfax and one previous owner.


Color: Silver on Black Cloth
Engine: 2.0L 4 Cylinder Engine 
Stock number: 401457
Transmission: Automatic
Miles: 44608 

FREE 1 YEAR WARRANTY, ONE OWNER, CLEAN CARFAX, DEALER SERVICED. The 2012 Kia Soul brings hipster styling and a fun-to-drive nature to the realm of the practical hatchback. This Soul + is equipped with alloy wheels, power locks and mirrors, air-conditioning, cloth upholstery, a 60/40-split-folding rear seat, a trip computer, a tilt-and-telescoping steering column, and a four-speaker sound system with CD player, satellite radio, an auxiliary audio jack and an iPod/USB audio interface, keyless entry, rear privacy glass, cruise control, a height-adjustable driver seat and Bluetooth phone connectivity, heated mirrors, dash-top and center console storage bins, a leather-wrapped steering wheel and much more. Call today and speak to any of our many sale associates who will gladly assist you in anything you may need to become its next proud owner.  
Please call 516 487 5681 or visit Greatneckcarbuyers.com

Great Neck Car Buyers & Sellers

195 Northern Blvd Great Neck, New York 11021


GO TO WWW.GREATNECKCARBUYERS.COM AND CLICK THE RED TAB TO GET APPROVED IN MINUTES

CALL 516-487-5398 TO GET FINANCED!	




WE HAVE LUXURY IMPORTED CARS 
MODELS LISTED BELOW:

MERCEDES BENZ: C, CL, CLK, CLS, E, GL, ML, S, SL, SLK, & R CLASS
C300, C250, CL550, CLS550, E350 COUPE, 3350, S550, S550 COUPE, GLK350, GL450, ML350, ML550, S550, R350, SL550, & SLK300 (2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014) 

BWM: 3, 5, 6, 7, M, & X-SERIES

328 COUPE, 328 XI COUPE, 335 XI, 335 XI COUPE, 535I, 535 XI, 535 XIA, 550 XI, 650CI, 740I, 750XI, X5 30 SI, X5 35I, X5 50I, X6 35I (2009, 2010, 2011, 2012, 2013, 2014) 

LEXUS: ES, GS, & GX-SERIES

GS 300, GS350, IS250

PORSCHE: CAYENNE S, PANAMERA (2011, 2012, 2013, 2014) 

RANGE ROVER SPORT: HSE LUX (2010, 2011, 2012, 2013, 2014) 

OTHERS: NISSAN MAXIMA SV PREMIUM, TOYOTA CAMRY XLE (2009, 2010, 2011, 2012, 2013, 2014) 
"
NEW& REBUILT STARTER AND ALTERNATOR ALL IN STOCK //////////////,http://newyork.craigslist.org/que/ptd/5864452323.html,Not Listed, (QUEENS),2016-11-06,18:07:01,2016-11-27,23:29:56,"

QR Code Link to This Post


STARTER & ALTERNATOR FOR SALE ANY MAKE OR MODEL WE GOT IT AT CHEAP PRICE (QUEENS )
SELECT AUTO ELECTRIC
show contact info

140-11 Rockaway Blvd, New York, NY 11436
starters and alternators, rebuilt and manufactured, marine and heavy duty TRUCK, FORKLIFT ,HIGH AMP FOR MUSIC SYSTEMS .CARS BUS BOAT WE DO IT ALL. 


000,2001,2002,2003,2004,2005,2006,2007,20082009,2010,2011,2012,2013,2014 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT Keyword:2004,2005,2006,2007,2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT    "
2007 Honda CRV-EX For Sale @ Ace Auto World,http://newyork.craigslist.org/stn/cto/5845596790.html,$5200,Not Listed,2016-10-25,12:13:37,2016-11-28,09:07:05,"

QR Code Link to This Post



* Mileage: 127k
* Runs & Drives
* Sunroof
* Alloy Wheels
* Very Clean
* NY 907 Salvage 


For additional information call:
Stanley - 
 show contact info
 "
2007 HONDA CRV,http://newyork.craigslist.org/que/cto/5889888814.html,$5500, (Queens),2016-11-23,16:40:00,2016-11-27,14:41:23,"

QR Code Link to This Post


Good condition CRV for sale, Black on black combo, automatic, 165000miles, runs good.    "
2011 Honda CRV climate control,http://newyork.craigslist.org/brk/pts/5895676057.html,$50, (Brooklyn),2016-11-28,09:14:34,N,,"

QR Code Link to This Post


For sale is climate control for a 2011 Honda CRV in black. 
Should fit 2007-2012 but Please check if this fits your car before calling me. 
Sold as is.. 
show contact info
"
HONDA CRV EX 2007 4WD,http://newyork.craigslist.org/brk/cto/5887054080.html,$10800,Not Listed,2016-11-21,17:21:06,N,,"

QR Code Link to This Post


HONDA CRV EX 4WD very good condition +new tiers +rain guard +dash camera video recording + rear camera + remote start + sun roof + immobilizer+ DVD+leather seat + fully power+ + ------- TEXT  
show contact info
"
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5887171375.html,$50, (QUEENS AND BRONX),2016-11-21,18:44:01,2016-11-30,23:18:29,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
NEW& REBUILT STARTER AND ALTERNATOR ALL IN STOCK //////////////,http://newyork.craigslist.org/que/ptd/5862568931.html,Not Listed, (QUEENS),2016-11-05,12:47:19,2016-11-26,00:46:35,"

QR Code Link to This Post


STARTER & ALTERNATOR FOR SALE ANY MAKE OR MODEL WE GOT IT AT CHEAP PRICE (QUEENS )
SELECT AUTO ELECTRIC
show contact info

140-11 Rockaway Blvd, New York, NY 11436
starters and alternators, rebuilt and manufactured, marine and heavy duty TRUCK, FORKLIFT ,HIGH AMP FOR MUSIC SYSTEMS .CARS BUS BOAT WE DO IT ALL. 


000,2001,2002,2003,2004,2005,2006,2007,20082009,2010,2011,2012,2013,2014 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT Keyword:2004,2005,2006,2007,2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT    "
2007 Honda CRV,http://newyork.craigslist.org/que/cto/5865364747.html,$6500,Not Listed,2016-11-07,11:52:51,2016-11-29,10:19:27,"

QR Code Link to This Post


2007 Honda CR-V  in excellent condition.
Good working a/c, radio cd. No problems with this car.
Needs nothing. Great car for the money. Run like new with 171 miles. 
Nice and clean Power windows power door and c/d, Clean title.

For more information call at 
 show contact info


SE HABLA ESPAÑOL    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5876768861.html,$50, (QUEENS AND BRONX),2016-11-14,19:30:12,2016-11-29,07:20:26,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
"20"" 5x120  TSW JEREZ STAGGERED WHEELS BRAND NEW",http://newyork.craigslist.org/que/wto/5895293195.html,$900, (Queens village),2016-11-27,21:56:04,2016-11-27,22:50:33,"

QR Code Link to This Post


ITEM DESCRIPTION
Brand:	TSW
Model:	jerez
Wheel Size:	20x9 front and 20x10.5 rear
Center Bore:	76mm (Hub-Centering rings will be provided at no additional cost)
Center Caps:	TSW Center Caps Included
Finish:	Brushed silver Face/Chrome Stainless Steel Lip
Bolt Pattern:	5x120
Offset:	22mm front and 25mm rear
TPMS Compatible:	Yes
Quantity :	Set of 4
Condition:	Brand New 


I payed $1500 letting them go for $900 my loss your gain 


2000,2001,2002,2003,2004,2005,2006,2007,20082009,2010,2011,2012,2013,2014 AUDI A4, AUDI A6, ADUI TT, AUDI TT QUATTRO, ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN,PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT, Honda ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT 2004 2005 2006 2007 2008 AUDI A4, AUDI A6,ACURA MDX,NISSAN ALTIMA,NISSAN MAXIMA,HONDA ACCORD,ACURA TSX.BMW 3 SERIES,BMW 745I,BMW 745LI,BMW 750I,BMW 750LI,BMW X3,BMW X5.INFINITI G35X,INFINITI G35 COUPE,INFINITI M35X,INFINITI FX35.MERCEDES BENZ C240 4MATIC,MERCEDES BENZ C230,MERCEDES BENZ C320,MERCEDES BENZ C280,MERCEDES BENZ CLK 350/MERCEDES BENZ CLK550,MERCEDES BENZ E320,MERCEDES BENZ E350 4MATIC,MERCEDES BENZ ML350 4MATIC,MERCEDES BENZ GL450 4MATIC.VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT370Z,TL,SI,CIVIC,SUPRA,TSX,EVO,RSX,SUPRA,GTI,CIVIC,SI,S2000,STI,BMW,RSX,STI,EVO,NISSAN ALTIMA,MAXIMA,GTI,BMW 325XI,BMW 335I,BMW 335XI,BMW 525I, INFINITI,MERCEDES BENZ,S200,VOLKSWAGEN JETTA,VOLKSWAGEN PASSAT.. Honda - ACCORD CIVIC CRV ELEMENT ODYSSEY PILOT PRELUDE S2000 Hyundai - AZERA ELANTRA SANTA FE SONATA TIBURON TUCSON VERACRUZ XG Infiniti - EX35 FX35 FX45 G35 COUPE SEDAN G37 I30 T I35 J30 M35 M45 Q45 T KIA - AMANTI OPTIMA RONDO SEDONA SENTRY SPORTAGE Lexus - ES300 ES330 ES350 GS300 GS330 GS350 GS400 GS430 GS450 GS460 IS250 AWD RWD IS300 IS350 ISF LS350 LS400 LS430 RX300 RX330 RX350 RX400 SC300 SC400 SC430 SE330 Mazda - 3 MAZDASPEED3 5 SPORT TURBO ALL MOTOR POWER
"
Honda OEM Denso Alternator CRV Accord Civic Element 06 07 08 09 10 11,http://newyork.craigslist.org/que/pts/5903170295.html,$125," (Ozone Park, NY)",2016-12-03,00:11:06,N,,"

QR Code Link to This Post


In great condition Honda Genuine OEM Denso Alternator from one owner 2010 Honda CRV with only 34k miles.This Honda alternator fits 2007-11 CR-V, 2006-2007 Accord, 2006-2011 Civic and 2007-2011 Element. Genuine OEM parts are the best for restoring your vehicle to factory condition performance.


For quick response please call, text at 
 show contact info
or send email. No shipping, cash on the pickup only! Thank you.    "
NEW STARTER AND ALTERNATOR ALL IN STOCK //////////////,http://newyork.craigslist.org/que/ptd/5848203601.html,Not Listed, (QUEENS),2016-10-26,22:39:22,2016-11-23,23:44:00,"

QR Code Link to This Post


STARTER & ALTERNATOR FOR SALE ANY MAKE OR MODEL WE GOT IT AT CHEAP PRICE (QUEENS )
SELECT AUTO ELECTRIC
show contact info

140-11 Rockaway Blvd, New York, NY 11436
starters and alternators, rebuilt and manufactured, marine and heavy duty TRUCK, FORKLIFT ,HIGH AMP FOR MUSIC SYSTEMS .CARS BUS BOAT WE DO IT ALL. 

Disregard below : 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, Honda, Toyota, Bmw, Range Rover, Land Rover, Mini Cooper, Fiat, Hyundia, Lexus, Acura, Mercedes Benz, audi, ford, infiniti, nissan, jeep, mazda, mitsubitsu, subaru, scion, smart, volkswagon, civic, accord, rav4, crv, sienna, corolla, matrix, versa, a4, a6, s4, s5, s6, 330i, 330xi, 335xi, m3, m5, m6, x3, x5, x5m, x6m, x6, ml350, ml450, amg, is300, is350, is250, gs300, gs350, lx470, rx300, rx350, g35, g37, rl, tl, tsx, rsx, evo, sti, wrx, lancer, tc, xd, speed3, gtr, altima, maxima,
"
2007 Honda CRV EX White One Owner Lower Mi Very Clean,http://newyork.craigslist.org/jsy/cto/5878830413.html,$8450, (Hazlet NJ),2016-11-16,08:10:17,2016-12-03,08:25:12,"

QR Code Link to This Post


1 Owner Extremely Clean and Reliable and accident Free with All Maintenance records since New 2007 Honda CRV Awd 4 Cylinder. White with Gray Cloth Seating Factory Sunroof Alloys Cruise CD Abs Interior and Exterior are  Excellent. Everything works Beautifully.  Clean title in hand as well. Great Shape. 117,900 Miles. Asking $8450.  Cell is (  7 3 2 -  7 8  8 -  Three 9 6 7  )    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5858173608.html,$50, (QUEENS AND BRONX),2016-11-02,15:38:11,2016-11-30,09:21:22,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok    "
"★FOG LIGHTS FOR HONDA,TL,CRV,CUSTOMS",http://newyork.craigslist.org/brx/fod/5864930846.html,$50, (QUEENS AND BRONX),2016-11-07,06:35:51,2016-11-30,20:24:32,"

QR Code Link to This Post


HONDA ACCORD 2003-2007 FOG LIGHTS BRAND NEW THAT I NEVER GOT TO PUT IT ON MY CAR BECAUSE I SOLD MY CAR I WANT 50.00 DOLLARS FIRM 
 show contact info


If need hid i have....ok


, installation , amp , amps, radio , , navigation , pioneer , Rockford fosgate , punch , ev, evs , alpine, jl audio . jl . hiphonic , beyma , celestion , truvox , clarion , radio installation , amp installation , flip out , double din gps , gps , gps radio , Sub , subwoofer , amp , amplifier , amp , amps , indash , flipout , Mids , mid driver , Voice , speakers , radio , Car radio , JL AUDIO , 02 , BEYMA , AUDIOPIPE , SONY , JBL , MTX , KICKER , HIFONICS , HONDA , ACURA , RACING , PIONEER , NAVIGATION , GPS , FLIP UP , TOUCH SCREEN , DVD , MP3 , IPHONE , BATTERY OPTIMA , ZUES , EV , L0G1TECH!! CAPACITOR ,PUNCH acura tsx, acura
tl, TWEETER,    "
